dataset,doc_id,seg_id,english,chinese,char_count,word_count,char_bin,word_bin
newstest2018.en-zh.xml,003_8425642,18,"During the anti-corruption campaign, we must adhere to the principles of no forbidden zone, full coverage and zero tolerance and should be determined to “fight against tigers”, “beat flies” and “hunt foxes”. The goal of ensuring that officials dare not become corrupt is primarily achieved. The cage used for preventing corruption is getting increasingly secure, and the dam that can block intention of corruption is being built. An overwhelming trend of the anti-corruption campaign takes shape and is becoming increasingly consolidated and developed.",坚持反腐败无禁区、全覆盖、零容忍，坚定不移“打虎”、“拍蝇”、“猎狐”，不敢腐的目标初步实现，不能腐的笼子越扎越牢，不想腐的堤坝正在构筑，反腐败斗争压倒性态势已经形成并巩固发展。,552,83,500-749,50-99
wmttest2024.en-zh.xml,test-en-speech_00lv1G1uW8M_004,1,"I encourage them to challenge their teachers even when they think the teacher is wrong about something. I think that it's a good thing for people to go out there and not just accept everything as it is. So that kind of famously as a Congressman explained to all of your votes on Facebook, which is a rare concession by authority to say, okay, this is why I did what I did. Yeah, and actually, you know, a lot of the people in leadership and in Congress didn't like that I was doing that because I was giving people at home the power to challenge them.",我鼓励他们去质疑自己的老师，尤其是当他们认为老师在某些事情上犯错时。我认为人们站出来是件好事，他们不应该一味接受事物的本来面目。 没错。是的。 那么这种独立性—— 众所周知，您作为国会议员，在Facebook上说明了所有投票的理由；而当权者很少会做出这样的让步，说，“好吧，这就是我做那些事的原因。” 是的，事实上，你知道的，很多领导层和国会的人都不喜欢我这样做，因为我给了国内民众质疑他们的权力。 没错。,551,106,500-749,100-149
newstest2020.en-zh.xml,gateway-zh.135,5,"As long as de Grood continues to take his medication, there isn't a huge risk of reoffense, so why are people so concerned? I believe the stigma surrounding people with mental illness, particularly those with schizophrenia, largely influences this fear. Certain mental illnesses have become less stigmatized, such as mood and anxiety disorders. But others, including schizophrenia, remain highly stigmatized. This is in large part due to numerous portrayals of schizophrenics as dangerous people with voices in their heads telling them to kill people.",只要德·格罗德继续服药，再犯罪的风险就不会很大，那么人们为什么这么担心呢？我认为，人们对精神病患者，特别是精神分裂症患者的污名，很大程度上导致了这种恐惧。某些精神疾病已经变得不那么可怕了，比如情绪和焦虑障碍。但其他疾病，包括精神分裂症，仍然被高度污名化。这在很大程度上是因为许多人把精神分裂症患者描绘成危险人物，他们的脑袋里有声音告诉他们要杀人。,551,84,500-749,50-99
newstest2018.en-zh.xml,020_news_id=415514,1,"In recent years, our city has encouraged enterprises to actively participate in the construction of national or industry standards as well as regional group standards. An award of RMB300,000 will be given to enterprises that are principals or that participate in formulating standards for the Made in Zhejiang team, and RMB500,000 awarded to enterprises that have passed the Made in Zhejiang brand certification. This is the most generous award given out in the Province, and has incentivized enterprises to benchmark themselves against the standards.",近年来，我市鼓励企业积极参与国家、行业标准和区域团体标准的建设，对为主或者参与制定浙江制造团体标准的企业给予30万元奖励，对通过浙江制造品牌认证的企业奖励50万元，是全省该项奖励的最高额度，激发了企业参与对标的热情。,551,84,500-749,50-99
newstest2020.en-zh.xml,en.ndtv.com.13090,8,"""The relentless search for better answers continues to be at the core of everything we do,"" Google writes on its Our Story page. ""Today, with more than 60,000 employees in 50 different countries, Google makes hundreds of products used by billions of people across the globe, from YouTube and Android to Smartbox and, of course, Google Search. Although we've ditched the Lego servers and added just a few more company dogs, our passion for building technology for everyone has stayed with us - from the dorm room, to the garage, and to this very day.","谷歌在“我们的故事”页面上写道：“对更好答案的不懈搜索仍然是我们所做一切的核心”。“如今，谷歌在 50 个不同国家拥有超过 60,000 名员工，从油管、安卓到心意宝，当然还有谷歌搜索，开发出数百种产品，供全球数十亿人使用 。尽管我们抛弃了乐高服务器，公司只增加了几只狗，但我们对为每个人打造技术的热情一直伴随着我们——从宿舍到车库，直到今天。",549,95,500-749,50-99
wmttest2024.en-zh.xml,test-en-speech_L7_fgdw4kwY_000,1,"Sasebo Festival is a biannual, cultural, political, and artistic event forum conference that brings together quite a lot of different formats. We've been doing this now as a European alternative, the organization behind this for 10 years. So we have quite a bit of experience at the same time, it's an event that is nomadic, so it always takes place in a different city. The last time, two years ago, we were in Belgrade in a city outside of the European Union. This year, in 2017, we wanted to come to Madrid for quite a lot of different reasons.",Transeuropa Festival是一场文化、政治和艺术活动/论坛/会议，每年举办两次，汇集了多种不同的形式。European Alternative作为活动的幕后组织者，举办此项活动已有10年。因此拥有相当丰富的经验。与此同时，Transeuropa Festival是一项流动性的活动，每次总在不同的城市举行。上次活动是两年前，在欧盟以外城市贝尔格莱德市。今年，也就是2017年，出于许多不同的原因，我们希望在马德里举办此次活动。,547,99,500-749,50-99
newstest2018.en-zh.xml,006_20180117a10be6,8,"As shown in the figure below, green represents the legal market for Bitcoin, and orange represents the neutral market. Although there is no place where Bitcoin is acknowledged a legal currency, there are no major restrictions on the use it. The pale pink represents the restricted market, i.e. the local government tries to the use of the digital currency pass by drawing a red line or taking regulatory measures. The deep pink represents countries where Bitcoin is declared as illegal. The gray represents countries that have not yet been rated.",如下图所示，绿色代表比特币的合法市场；橘黄色代表中性市场，虽尚未公开合法化比特币地位，但也没有主要的使用限制；淡粉色代表受限制的市场，即当地政府尝试通过红线政策或监管来方法数字货币的使用；深粉色代表比特币被定义为非法的国家；灰色是尚未置评的国家。,546,90,500-749,50-99
wmttest2024.en-zh.xml,test-en-literary_detestable_chunk_1_words_982,9,"Ready to fix my fatigue, I took a few sips of the coffee placed in front of me. “Business still down since that sighting..?” I spoke quietly, not attempting to scare away the remaining customers that Anton’s unit had. He nodded, cleaning a glass with a rag – this place is technically a bar, but I never really came for drinks. A few murmurs could be heard from behind, but for the most part, the conversation between me and Anton was held rather short tonight. Waving him a small goodbye, I left the shop; with a little more energy than before.",为缓解疲劳，我端起面前的咖啡喝了几口。“那天起生意一直都不景气……？” 我小声问，不想吓走店里仅有的顾客。他点了点头，用一块抹布擦洗着玻璃杯——这地方严格来说是个酒吧，但我不是来喝酒的。后面偶尔传来几声窃窃私语，但大部分时间，都是我和安东在简短地交谈。末了，我向他轻轻挥手告别，离开了咖啡店，感觉比先前精神了些。,545,101,500-749,100-149
newstest2021.en-zh.xml,nytimes.268790,11,"Quite a bit of the classical theater we see in the United States attempts to make it more accessible in one way or another. Often this is done with relatively naturalistic line readings, in an effort to make the text less foreign, easier to digest. But Lignadis and his troupe fully embrace declamation, which may sound a little forced to modern ears but highlights the text's rhythmic power. While technically they do not sing, for example, the four lead actors essentially deliver arias, achieving an incantatory power that feels otherworldly.",我们发现，美国相当一部分经典戏剧都尝试通过一种方式或其他方式诠释作品。通常会通过自然流畅的旁白实现，帮助人们理解。但是，利格纳迪斯和他的剧团选择通过慷慨激昂的语调表达，听起来似乎有点现代主义，但又突出了剧本的节奏张力。例如，主演不会在舞台上唱歌，但会让人切实感觉到超凡脱俗的魔咒般的力量。,545,90,500-749,50-99
newstest2018.en-zh.xml,010_010743,10,"In July 2017, eight government agencies including the China National Tourism Administration and the State General Administration of Sports jointly issued the “Plans for the Development of Automobile Campsites for Self Drive Sports”. In the same month, in the “Action Plan for Advancing Quality Enhancement and Upgrading in Rural Travel Development (2017)“ jointly printed and circulated by 14 government agencies including the National Development and Reform Commission and the Ministry of Finance, self drive travel was mentioned as a priority.",2017年7月，国家旅游局、国家体育总局等八部门联合发布了《汽车自驾运动营地发展规划》；同月，发改委、财政部等14个部门联合印发的《促进乡村旅游发展提质升级行动方案（2017年）》中，自驾游被重点提及。,545,80,500-749,50-99
newstest2020.en-zh.xml,huffingtonpost.com.19376,8,"Military and defense leaders expressed dismay and a resolve to do more to increase resilience in the force, train service members how to handle stress better and encourage troops to seek help when they need it. Van Winkle said the military is also looking at increasing efforts to train troops on the safe storage of firearms and medication. She said there are no consistent rules or regulations across the department and the services requiring gun locks or other controls on firearms, but that some states or bases have their own restrictions.",军事和国防领导人对此表示失望，并决心采取更多措施来提高部队的应变能力，培训军人如何更有效地应对压力，并鼓励部队人员在需要帮助时寻求帮助。范·文克说道，军方也在考虑加强部队安全存放枪支和药物方面的训练。她表示，部门之间没有统一的规则或法规来要求对枪支上锁或采取其他控制措施，但某些州或基地有自己的限制。,544,91,500-749,50-99
newstest2020.en-zh.xml,novinite.com.35573,2,"Romania will spend 2.5 billion euros to modernize the Black Sea military base as part of counteracting Russia's growing presence in the region, according to The Times, quoted by the FOCUS News Agency. Mikhail Koglignichanu Airbase, located about 200 km. east of Bucharest, will be aligned with NATO standards, as evidenced by documents published by local news sites. Up to 10,000 NATO F-35 soldiers and aircraft can be accommodated there. It is planned to become a ""mini-city"" for the military with kindergartens, sports clubs and a hospital.","据焦点通讯社援引《泰晤士报》报道，罗马尼亚将斥资 25 亿欧元对黑海军事基地实施现代化改造，以对抗俄罗斯在该地区日益增长的势力。当地新闻网站发布的文件证明，位于布加勒斯特以东约 200 公里处的米哈伊尔·科格里格尼汉奴空军基地将与北约标准保持一致。此处最多可容纳 10,000 名北约 F-35 战斗机士兵。计划打造一座配有幼儿园、体育俱乐部和医院的军用“迷你城市”。",542,87,500-749,50-99
wmttest2024.en-zh.xml,test-en-news_brisbanetimes.com.au.228963,3,"Our planning system also needs to adapt so that planners in suburban councils, who seem to be less supportive of change, are not the only determinants of the future shape of their suburbs. A way forward could be to have an independent decision-making body that championed quality design as long as it fitted below the tree tops and incorporated family living, large balconies, common gardens and presented a friendly appearance. This could be a role for the current NSW government architect working within a carefully crafted complying code.",我们的规划体系也需要调整，使郊区议会的规划者（他们似乎不太支持变革）不再是决定郊区未来形态的唯一人选。未来发展方向可能是建立独立的决策机构，只要高度在树顶以下，融入家庭生活、大阳台、公共花园，并呈现出友好外观，就可以倡导优质设计。这可能是当前新南威尔士州政府建筑师在精心制定的合规规范中发挥的作用。,541,88,500-749,50-99
wmttest2024.en-zh.xml,test-en-speech_OAaig_rKS5g_000,1,"Okay, so this final repair is spine repair. Spine repair, it's a little bit more complicated. There are more steps to it, but if you follow along with me, I think you can easily do it. So what I'm going to do first for the spine repair is I need to remove this old spine. So hopefully I can save this label and I can reattach it to the new material that we put over the spine. That way I don't have to worry about creating a paper label or going without a label. So I'll cut this part off first and I'll show you how to clean that up later.",好啦，最后是脊柱修复。脊柱修复就有点复杂了。会涉及到更多的步骤，但如果你跟着我操作，我认为你很容易就能做好。那么，我首先要做的就是去除旧的脊柱。我希望能保留这个标签，将它重新贴到我们放在脊柱上的新材料上。这样我就不用制作纸质标签，或是担心没有标签了。好，我先把这部分剪掉，晚点再给你们演示怎么清理。,540,111,500-749,100-149
newstest2018.en-zh.xml,008_20180116a0zzps,2,"With the recent announcement of the construction of new types of frigates by major naval powers in the world, it seems that frigates have become the focus of attention of the major naval powers overnight. First, Japan has decided to purchase two new frigates in the 2018 annual defense budget, finally making a substantial breakthrough for its DEX frigates program. Later, Lockheed Martin of USA recently published the latest arrangement for the United States FFG frigates program. How about China's plan for building new type of frigates?",随着近期世界各大海军强国先后公布了新型护卫舰的建造计划，仿佛一夜之间护卫舰有成了各大强国海军关注的焦点，先是日本在2018年度防卫预算中确定采购两艘新型护卫舰，使得日本DEX护卫舰计划终于有了实质性的突破，后是美国洛克希德马丁于近期公布了美国FFG护卫舰计划的最新方案，那么中国的新型护卫舰该何去何从呢？,539,87,500-749,50-99
wmttest2024.en-zh.xml,test-en-literary_fight_above_the_trees_chunk_1_words_996,29,"Tenuk didn't respond, he was too busy concentrating on flying towards Nyssi and Thassalin, even though the other creature was chasing them. Kayel awkwardly turned himself around, so he could face the monster. The fact that it was giving chase was good news in Kayel's eyes, as it made it easier for him to aim and fire. Two shots passed through the creature's top wings, and it roared in pain, disappearing back below the trees. Whether it was still following them, Kayel wasn't sure, but it certainly wouldn't have been able to keep up.",尽管这头怪物正在追赶他们，但特努克没有回应，只顾着飞向尼西和萨萨林。卡耶尔设法转过身，直面怪物。卡耶尔认为，怪物正在追击，他更容易瞄准和开火，形势对他有利。连接两发子弹射穿了这头怪物的顶翼，它痛苦地咆哮着，消失在树下。卡耶尔不确定这头怪物是否还在跟着，但心想它肯定跟不上了。,537,94,500-749,50-99
newstest2020.en-zh.xml,cbsnews.302129,11,"""We take seriously the emotional and physical well-being of all our students, and have a zero-tolerance policy for any kind of bullying or abuse,"" Immanuel Christian School said in a statement. ""We are deeply disturbed by the allegations being made, and are in communication with the family of the alleged victim to gather information and provide whatever support we can. We have also reached out to law enforcement to ask them to conduct a thorough investigation, and further inquiries should be directed to the Fairfax County Police.""",以马内利基督学校在一份声明中表示，“我们十分重视学生的心理和身体健康，并对任何形式的欺凌或暴力采取零容忍政策。我们对这些指控深感不安，目前正在与受害者家人沟通，收集信息，并尽我们所能提供支持。我们还联系了执法部门，请求他们彻底调查，更多信息请咨询法尔菲克斯县警察局。”,536,87,500-749,50-99
wmttest2024.en-zh.xml,test-en-news_seattle_times.799809,5,"Reversing the trend of jail deaths, and solving the many other issues facing our jails, may require some difficult policy decisions. However, independent oversight of jails is a critical first step toward a safer and more humane jail system. Independent oversight is a demonstrated means of improving transparency and accountability both in Washington and across the country. By our count, at least 25 states have a statewide office responsible for overseeing jails, and all of them have a lower rate of jail deaths than Washington.",要扭转监狱死亡率高企的趋势，以及解决监狱面临的许多其他问题，我们可能需要做出一些艰难的政策决定。然而，对监狱进行独立监督，则是迈向更安全、更人道的监狱系统的关键第一步。无论是在华盛顿州还是在全国范围内，独立监督都是提高透明度和践行问责制的行之有效的手段。统计数据表明，全国至少有25个州设有负责监督监狱的州办公室，而所有这些州的监狱死亡率都低于华盛顿州。,532,85,500-749,50-99
wmttest2024.en-zh.xml,test-en-news_scotsman.87462,7,"It also plans to continue rolling out evening opening hours on a targeted basis, with extended hours currently available in around 1,200 of its shops. The firm in a trading update posted a 9.4 per cent rise in like-for-like sales across its own-managed shops in the fourth quarter, a slowdown on the 14.2 per cent growth seen in the previous three months, as Greggs said there was less contribution from price inflation. It saw full-year comparable growth of 13.7 per cent, with total full-year sales up by a fifth to £1.8 billion.",Greggs还计划继续有针对性地推出晚间营业时间，目前约有1200家分店延长了营业时间。该公司在一份最新的交易报告中称，第四季度自有门店的同店销售额增长9.4%，较前三个月14.2%的增长有所放缓，原因是价格通胀的贡献较小。该公司全年可比增长13.7%，全年总销售额增长五分之一，达到18亿英镑。,531,92,500-749,50-99
newstest2020.en-zh.xml,guardian.260755,2,"A pink blanket goes with everything: Jane Austen classics, a queer young-adult romcom, fantasy novel Six of Crows. Jordan Hickey's version is crocheted, made by her grandmother, and appears in most photos on her Instagram account pagetravels, where it's paired with various books to evoke a sense of tantalizing coziness. Wouldn't you like to be here right now, her photos imply, cuddled up with this blanket and this mug of coffee, with nothing else on your to-do list aside from reading the new novel Frankly In Love, out today?",一条粉红色的毯子百搭百灵：简·奥斯汀经典小说，一部奇怪的年轻人爱情戏，幻想小说《六只乌鸦》。乔丹·希基的版本是由她祖母编织而成的，出现在她照片墙账户旅游页面上的大多数照片中，与各种书籍搭配在一起，给人一种诱人的舒适感。现在，你想要进入她照片的生活，卷上这张毯子，一杯咖啡，放下一切，安心阅读新小说《在爱情里保持坦率》吗？,530,89,500-749,50-99
newstest2020.en-zh.xml,brisbanetimes.com.au.225989,8,"In an ideal world, a series of blows landing on Johnson - who is also under fire over his rhetoric in the debate over Brexit - would bring the match closer to an end. Europe should still try to extract maximum concessions from the UK, given it has no choice but to negotiate with the current government while trying to preserve unity among the rest of its 27 member states - which is going to get harder the longer this drags on. If there's a window to try yet again to put a deal before the UK parliament, the EU should grab it.",约翰逊在英国脱欧辩论中因言辞不当而受到抨击，最理想的结果是，对他的一系列打击将使这场角逐接近尾声。欧洲别无选择，只能与英国现任政府进行谈判，同时努力维护其余 27 个成员国之间的团结，因此，欧洲仍应努力争取让英国做出最大让步，但时间拖得越久，越难以实现。如果还有机会再次和英国议会达成协议，欧盟应好好把握这样的机会。,529,103,500-749,100-149
newstest2018.en-zh.xml,049_122205991_425332,1,"On December 19, ZTE publicly disclosed that the company successfully acquired Zhuhai Granton Automobile in July this year, and has set up ZTE Smart Auto Co., Ltd to enter the renewable energy auto sector. Centered on the research and development, designing, and production of renewable energy vehicles, as well as the system research and development, and building and operation of vehicle networking applications, big data, driverless vehicles, and cloud computer centers, the company aims to create a brand new industry sector.",12月19日，中兴通讯对外披露，今年7月，该公司成功收购珠海广通客车，组建中兴智能汽车有限公司进入新能源汽车领域，围绕新能源汽车研发、设计、生产制造，车联网应用、大数据、自动驾驶、云计算中心的系统研发与建设运营，打造全新产业板块。,528,81,500-749,50-99
wmttest2024.en-zh.xml,test-en-literary_fight_above_the_trees_chunk_1_words_996,30,"Up ahead, Nyssi was clinging on for dear life as Thassalin flailed around, blasting the blackened monster with bursts of flame. While the creature was definitely injured, it seemed very pissed off and unwilling to back off, and the fire balls didn't seem to be doing as much as they should. As Thassalin straightened himself out though, Nyssi took this as an opportunity to pull out her own weapon, a trusty shotgun. Sure, it wasn't meant for this sort of thing, but surely the scattershot would at least deter the black beast?",前方，萨萨林正从四面发动攻击，将火焰喷向这黑色的怪物，尼西则拼命抓住萨萨林。虽然这头怪物肯定受伤了，但看起来气急败坏，不愿退缩，而火球似乎也没有起到应有的作用。当萨萨林挺直身子时，尼西趁机拿出了武器，这是一把威力巨大的霰弹枪。当然，霰弹枪不是用来做这个的，但散射的子弹至少可以震慑这头黑色怪物吧！,527,92,500-749,50-99
wmttest2024.en-zh.xml,test-en-literary_fight_above_the_trees_chunk_2_words_991,9,"Below, Nyssi scrambled to her feet. She was pretty sure she had broken something, but her weird, unnatural healing powers had already kicked in. The same couldn't have been said for Thassalin, who was lying in a lump, resting against the one tree that hadn't collapsed under his weight. Nyssi did her best to try and reach Thassalin but she could barely see more than a couple of meters in front of her. Everything was pitch black and engulfed in unholy shadows. And in said shadows, something was screaming and screeching.",地面上，尼西挣扎着爬了起来。她想自己一定摔坏了什么地方，但那奇怪、非自然的治愈能力已经开始发挥作用。萨萨林就不一样，他躺在地上，身后有一棵被他压倒的树。尼西竭尽全力，试图靠近萨萨林，但几乎看不清前方几米远的地方。四周漆黑一片，笼罩在邪恶的阴影之中。在那团阴影中，有什么东西在尖叫。,523,91,500-749,50-99
newstest2018.en-zh.xml,008_20180116a0zzps,3,"With the launching of the latest model of 054A frigate at the end of 2017, the number of 054A frigate has reached 29, approaching the sum of the 053H series frigates. Since the first 054A was launched in 2006, the history of building 054A has extended to 12 years. Building such a large number of high-performance general purpose frigates is very rare in the history. Apart from China, the only comparable accomplishment was made by the United States in the 1970s and 1980s when it built a host of 'Perry' class frigates.",随着2017年末一艘最新的054A型护卫舰的下水，标志着054A护卫舰已经建造了高达29艘之多，已经逼近了053H系列护卫舰的总和，而从2006年第一艘054A下水至今，054A的建造历程已经有了12年之久，即使在全世界范围内，建造如此数量之多的高性能通用护卫舰，除了中国，也只有美国在上个世纪7、80年代建造的“佩里”级护卫舰可以相提并论了。,521,92,500-749,50-99
wmttest2024.en-zh.xml,test-en-speech_5jn6pLG9P7k_000,1,"Proper handling and disposal of waste at your auto repair facility is important for employee health, but also to avoid fines or significant legal settlements. Also, customers want to do business with companies that make an effort to proactively protect the environment and operate in a sustainable way. So what are seven ways you can do this? Number one, re-refining used oil. Don't just discard your old oil. With the right processes, oil can be fully re-refined and reused indefinitely without any reduction in quality.",妥善处理和处置汽修厂的废物对员工的健康很重要，同时还能避免罚款或重大法律纠纷。另外，客户也希望与那些主动努力保护环境，实施可持续运营的公司做生意。哪七种方法可以做到这一点呢？第一：提炼废油。不要只是丢掉旧油。只要工艺得当，石油可以再次完全提炼出来，并无限次重复使用，而不会降低质量。,521,85,500-749,50-99
newstest2018.en-zh.xml,015_48883699_0,1,"At the promotional event for the first anniversary of the implementation of the “Regulations of Beijing Municipality on Smoking Control” held this morning, young student representatives of the video clip, “My Smoking Control Declaration”, which won the national youth smoking control video clip award, interacted with national smoking control ambassador Huang Xuan, and reviewed the video of the activities concerned with calling for entries for the contest, as well as the screening of the excellent award winning works.",今天上午举行的《北京市控制吸烟条例》实施一周年宣传活动上，“我的控烟宣言”全国青年控烟微视频获奖的青年学生代表与全国控烟宣传形象大使黄轩互动，并且回顾了征集活动视频及获奖优秀作品展映。,521,78,500-749,50-99
wmttest2022.en-zh.xml,ecommerce_en_44,4,"If a Symantec service representative is unable to remove a virus from your device, then you may receive a full refund on the actual price paid for the Norton subscription, or if a Norton bundle, the total Norton bundle price paid (net of any discounts or refunds received and less any shipping, handling and applicable taxes, except in certain states and countries where shipping, handling and taxes are refundable) and only for the current paid subscription service period for that subscription or subscription bundle.",如果赛门铁克服务代表无法清除您的设备中的病毒，那么您可以按照在订阅诺顿时实际支付的价格获得全额退款；如果是诺顿捆绑包，则可以按照诺顿总包价格（扣除获得的任何折扣或收到退款，减去任何运输费、处理费和适用的税费，但在可退还运输费、处理费和税费的某些州和国家除外）获得全额退款，但仅限该订阅或订阅捆绑包的当前付费订阅服务期间。,519,84,500-749,50-99
wmttest2024.en-zh.xml,test-en-speech_B9abU6r80P4_003,1,"What did you get? Like how did it apply to your own life? Well, at the end of the day, they all ask God for forgiveness. All of them. So when you're reading all these books about all these conquerors, when you're a young man and you're on your way to becoming the youngest ever heavyweight champion, and you're trying to take on the mindset of the conkers and you find out they all has God for forgiveness. How did that affect you? That was pretty cool, because by that, I learned greatness was the willingness to die.",你学到了什么？比如，它如何影响到你自己的生活？ 嗯，最终，他们都会请求上帝的宽恕。所有人都是。 所以，当你读到所有这些关于征服者的书，当你还是个年轻人，即将成为史上最年轻的重量级冠军，当你试着以征服者的心态，你会发现他们都在请求上帝的宽恕—— 是的。 ——这对你有什么影响？ 这真的特别酷，因为我从中明白了，伟大就意味着愿意去死。,518,98,500-749,50-99
wmttest2024.en-zh.xml,test-en-news_csmonitor.com.7750,5,"Shifts in thought are harder to quantify than bank loans for rural women or school enrollment for girls. Yet there is plenty of evidence that female agency can move mountains. In Iran, for example, women have led the greatest threat to the Islamic government in 40 years simply by refusing to comply with laws that force them to cover their hair. In some of the 130 countries with minimum quotas for female representation in government, such as India, male resistance to female voting and political activism has eased.",与向农村妇女提供银行贷款或提高女童入学率相比，思维方式的转变更难量化。但有大量证据表明，女性能发挥巨大作用。以伊朗为例，妇女仅仅因为拒绝遵守强制她们佩戴头巾的法律，就对伊斯兰政府构成了40年来最大的威胁。从全球范围来看，在印度等130个规定女性在政府中最低代表人数的国家中，男性对女性投票和参与政治活动的抵制有所缓解。,518,88,500-749,50-99
newstest2018.en-zh.xml,004_20180118a00o3b,3,"However, just when we were worried about real estate prices, macroeconomic controls and the future trend of the real estate market, the People's Daily published an important commentary once again. Last time we discussed how People’s Daily had set the tone for the regulation of real estate market through a commentary. This time, the commentary of People's Daily deals with a topic that is more serious than the affordability of housing: can you repay the loan even if you can afford the down payment of a mortgage?",但是，在我们担心房地产价格，担心宏观经济调控，担心房地产市场未来走势的时候，《人民日报》再次撰文了，上次我们专门论述了《人民日报》评论对于房地产调控的定调，而现在《人民日报》撰文论述的却是一个比买不买得起房更为严重的话题，这就是即使你买得起房，还得起债吗？,515,87,500-749,50-99
newstest2020.en-zh.xml,cnn.385556,17,"More than half the members of the US House of Representatives have said they support an impeachment inquiry, according to a CNN count. However, that count includes many Democrats who say they support an impeachment investigation but are still waiting for the results of the probe before deciding whether to finally vote to impeach Trump. Even if the House could pass the vote, it likely would go nowhere in the Republican-controlled Senate, one of many reasons the issue has been politically divisive in the party.",据美国有线电视新闻网统计，超过一半的美国众议院议员表示支持弹劾调查。但是，这其中包括许多民主党人，他们虽然表示支持弹劾调查，但仍在等待结果，然后再决定是否最终投票支持弹劾特朗普。即使众议院可以投票通过弹劾条款，但还是会在共和党控制的参议院遭遇“拦路虎”，这也是该问题在民主党内引发政治分歧的诸多原因之一。,514,85,500-749,50-99
wmttest2024.en-zh.xml,test-en-speech_1qGqMbMvnqY_001,1,"And now you see that whatever happens backstage, it doesn't matter because the show will go on. And I got a comment from Lovely Lich that you really like the video. And she writes, I like the behind the scenes things, like traveling to the fish, the atmosphere there, the food and stuff a day in your life, so to speak. So I hope you liked this video and we'll show you as much as possible. So now it's time for lunch, and Deep is making some scrambled eggs. And the trick here is to add an extra egg yolk to it.",现在你明白了，无论幕后发生什么，都无关紧要，因为节目还会继续。我收到了Lovely Lych的评论，她说她很喜欢这个视频。她是这样写的：“我喜欢幕后的一切，比如去参加音乐节，现场的气氛、食物等等。可以说是过一天你的生活。” 希望大家喜欢这个视频，我们会尽可能多地展示给大家。现在是午饭时间了，迪普在做炒鸡蛋。这里有个窍门，那就是多加一个蛋黄。,512,102,500-749,100-149
wmttest2024.en-zh.xml,test-en-speech_33gJqN796Eo_000,1,"Well, it still sounds better than Pink Floyd, so in Manic Miner, you collect all the items on the screen and head to the goal. And you gotta do it before you run out of air or hit something. Hit what exactly? Weeds! You can die from touching grass. It sounds like half my fanbase. And did you notice I died from touching a weed that was on a completely different platform? I just went through the platform and then hit the weed. That's good game design, man. And then there's this asshole over here who's gone.",听起来还是比Pink Floyd强。在《疯狂矿工》中，你收集屏幕上的所有物品，然后直奔目标。而且得在用完氧气或碰到东西之前。到底是碰到什么呢？野草！你可能会因为碰到野草而挂掉。听起来像是我的半个粉丝团。你有没有注意到，我是因为碰了一根长在完全不同平台上的杂草挂掉的？我刚好穿过平台，就碰到了野草。嘿，这个游戏设计不错。然后呢，这边还有个混蛋在叫！,510,97,500-749,50-99
newstest2020.en-zh.xml,newrepublic.com.11841,6,"And Oregon's state university workers aren't the only ones taking action. Oregon is a powder keg of militancy right now, and its fuse is now burning bright and hot. Grocery store workers at the Fred Meyer supermarket chain are ramping up their campaign against their employer, and while there are no official plans to strike yet, tensions are running high; their union, United Food and Commercial Workers Local 555, has already called for a boycott, and filed an unfair labor practice report against the chain.",俄勒冈州立大学的工作人员并不是唯一采取行动的人群。俄勒冈州现在是充满斗志的火药桶，保险丝已烧得又热又亮。弗雷德·迈耶连锁超市的杂货店工作人员正在紧锣密鼓地开展针对雇主的运动，虽然还没有正式的罢工计划，但紧张局势不断升级；他们的工会——食品和商业工人联合会本地 555 分会已经要求联合抵制，并针对该连锁店提出了不公平的劳工实践报告。,510,85,500-749,50-99
wmttest2024.en-zh.xml,test-en-news_ventures_africa-ar.1773,2,"In a recent incident involving Betta Edu, the Minister of Humanitarian Affairs and Poverty Alleviation in President Bola Ahmed Tinubu's administration, there have been calls for her removal from office amid allegations of misappropriation of a N585 million palliative fund. The minister has faced significant public backlash following the exposure of a leaked memo where she purportedly instructed Oluwatoyin Madein, the Accountant-General (AG) of the federation, to transfer N585 million to a private account.",在最近一起涉及总统博拉·艾哈迈德·蒂努布政府人道主义事务和扶贫部长贝塔·埃杜的事件中，有人指控她挪用5.85亿奈拉的护理基金，要求她引咎辞职。一份泄露的备忘录显示，埃杜指示尼日利亚联邦总会计师Oluwatoyin Madein将5.85亿奈拉转入一个私人账户，此举遭到了公众的强烈反对。,510,74,500-749,50-99
newstest2020.en-zh.xml,cnn.385555,2,"""The President's comments today constitute reprehensible witness intimidation and an attempt to obstruct Congress' impeachment inquiry. We condemn the President's attacks, and we invite our Republican counterparts to do the same because Congress must do all it can to protect this whistleblower, and all whistleblowers,"" they said. ""Threats of violence from the leader of our country have a chilling effect on the entire whistleblower process, with grave consequences for our democracy and national security.""",他们说道，“总统今天的言论构成了对证人的恐吓，应该受到严厉谴责，这种行为妨碍了国会弹劾调查。我们谴责总统的攻击行为，并呼吁我们的共和党同僚也提出谴责，因为国会必须尽一切努力保护这位告密者和所有告密者。”“我们国家领导人的暴力威胁对整个举报程序产生了可怕的影响，也给我们的民主和国家安全带来了严重后果。”,509,74,500-749,50-99
